"id","month","week","price","cost","profit","catid","title"@
"20180823114215","2018-09","201835","48.62","40","8.619999999999997","736","Vintage Fleischmann Tin Steam Engine Powered Grinding Stone Wheel Toy German"
"20180730091304","2018-09","201834","41.86","13.8","28.06","360","Antique c 1830's Godefroy Engelmann EGYPTIAN Costume Hand Colored Lithograph"
"20180730090946","2018-09","201834","36.98","13.8","23.179999999999996","360","Antique 1830s Godefroy Engelmann EGYPTIAN Warrior Costume Colored Lithograph"
"20180730092403","2018-09","201834","10.49","115","-104.51","360","Antique 18th C Elisabeth Cousinet Mill of Quinquengrogne aft Lancret Etching"
"20180730111255","2018-09","201834","23.5","51.75","-28.25","360","Antique 17th C Cornelis Visscher David & The Bear Religious Biblical Etching"
"20180806120723","2018-09","201834","18.04","0","18.04","551","Original Vintage Judaica Jewish Rabbi Portrait Oil on Canvas Painting Signed"
"20180731091115","2018-09","201834","28","42.17","-14.170000000000002","360","Antique 1738 Samuel&Nathaniel Buck St Edmund's-Bury Abbey British Etching #2"
"20180731115544","2018-09","201834","17.06","42.17","-25.110000000000003","360","Antique 1729 Samuel & Nathaniel Buck View Tamworth-Castle British Etching #3"
"20180809152934","2018-09","201835","26","0","26","551","VTG Roger Vandenbulcke Paris Montmartre Impressionist Oil on Canvas Painting"
"20180821135214","2018-09","201835","105.48","31.5","73.98","1211","Antique Bradley & Hubbard B&H Colonial Interior Scene Cast Iron Bookends #13"
"20180820140159","2018-09","201835","102.5","50","52.5","2592","1958 Oldsmobile 98 Hardtop Promotional Promo Jo Han Dealership Model Car BOX"
"20150402151836","2018-09","201835","51","22.66","28.34","551","ORIG Acrylic/Board Painting Portrait ARNOLD WOOD Woman Seeking Perfection NR"
"20150402151836","2018-09","201835","51","16","35","551","ORIG Acrylic/Board Painting Portrait ARNOLD WOOD Woman Seeking Perfection NR"
"20180822115734","2018-09","201835","47","61.6","-14.600000000000001","38039","Antique SOB SO Bigney & Co White Gold Filled Cigarette/Card Case Monogrammed"
"20180821140132","2018-09","201835","32.55","16.67","15.879999999999995","1211","Antique HUBLEY Cast Iron French Basket of Flowers #69 Figural Doorstop #10"
"20180822101746","2018-09","201835","73","120.75","-47.75","3940","Antique 1891 Elgin Pocket Watch Key Wind/Set Coin Silver Case 7J Size 18s NR"
"20180820134937","2018-09","201835","146.5","50","96.5","2592","1969 Oldsmobile 442 2 Door Hardtop Promotional Promo Dealership Model Car NR"
"20180821144502","2018-09","201835","221.5","89.6","131.9","98496","Estate! Native American Navajo Sterling Silver Kachina Yei Turquoise Ring NR"
"20180821115659","2018-09","201835","47","50","-3","158799","Vintage 1950's Marx Friction Drive Plastic Fire Chief Car Toy M863 ORIG Box"
"20180822102403","2018-09","201835","86","109.25","-23.25","3940","Antique Russian 84 Silver Pocket Watch 23 Jewel Shabby Chic Pre Revolution"
"20180821130320","2018-09","201835","134.5","56.5","78","158799","Vintage 1930's WYANDOTTE Pressed Steel Toy Boat Tail Racer Car ORIG Finish 2"
"20180821144202","2018-09","201835","152.5","44.8","107.7","98496","Estate! Navajo Carl Luthy Shop Sterling Silver & Turquoise Watch Bracelet #2"
"20180821142914","2018-09","201835","102.5","33.6","68.9","98496","Estate! Navajo Carl Luthy Shop Sterling Silver & Turquoise Watch Bracelet #1"
"20180821153613","2018-09","201835","38.77","13","25.770000000000003","886","Unique! Antique Folk Art Artesian Painted Wood&Composition Cottage Coin Bank"
"20180821160819","2018-09","201835","82","75","7","2647","Antique 1903 German Lehmann Climbing Monkey In A FEZ HAT Tin Toy w/ORIG Box"
"20180821111224","2018-09","201835","141","12.5","128.5","158799","Vintage French Joyax Pompiers Tinplate Wind Up Fire Jeep Vehicle ORIG Box #1"
"20180823112637","2018-09","201835","60.99","21","39.99","1211","(2) Antique/Vintage Cast Iron Sailboat Figural Paperweight & Pencil Holder"
"20180814153448","2018-09","201835","152.5","80.253125","72.246875","37947","Vintage Benin African Tribal Bronze/Brass Head Bust Sculpture Statue Nigeria"
"20180723095708","2018-09","201835","45.99","46","-0.00999999999999801","360","Vintage Modernist Surrealist Seated Nude with Heads Ltd Ed Lithograph SIGNED"
"20180730105644","2018-09","201834","9.5","46","-36.5","360","Antique Mid 18th C Moyreau Etching after Wouwerman Return of Hunter & Curate"
"20180807124534","2018-09","201835","10.5","92","-81.5","12","Estate Find 2-Jervis B Webb Detroit 1/2 Ton 1000 Lb Cap I-Beam Trolley Hoist"
"20180816110422","2018-09","201835","155.5","126.5","29","152537","Antique c 1890 10K Yellow Gold Embossed & Wood Gentlemans Walking Stick Cane"
"20180817131455","2018-09","201835","132.5","100","32.5","74986","Antique Wells England Clockwork Wind Up Tin Litho Fire Engine Rescue Truck "
"20180817144416","2018-09","201834","74","75","-1","30","Scarce! Antique 1929 Twistum Toys Jointed Wood & Composition Football Player"
"20180822112024","2018-09","201835","482.77","74.67","408.09999999999997","10292","Estate! Vintage Native American Indian Zuni Inlaid Eagle Figural Bolo Tie #3"
"20180822115425","2018-09","201835","136.48","67.2","69.27999999999999","38039","Antique 1898 John Millward Banks English Sterling Silver Card/Cigarette Case"
"20180822111543","2018-09","201835","149.49","44.8","104.69000000000001","10292","Estate! Vintage Mixed Pair Navajo Carl Luthy Shop Inlaid Turquoise Bolo Ties"
"20180821113356","2018-09","201835","128.85","63","65.85","158799","VTG Walt Reach Toy Courtland Tin Litho Wind Up Fire Chief Car #4000 ORIG Box"
"20150313110321","2018-09","201835","196.5","42.5","154","551","VTG Gary Hansmann SIGNED Model Abstract Surrealism Portrait Painting CA Art"
"20150313110321","2018-09","201835","196.5","107.731125","88.768875","551","VTG Gary Hansmann SIGNED Model Abstract Surrealism Portrait Painting CA Art"
"20180808145704","2018-09","201835","51","28.75","22.25","551","ORIG Gino Hollander Abstract Figural Expression Ink/Wash Portrait Painting#2"
"20180808150107","2018-09","201835","55","28.72","26.28","551","ORIG Gino Hollander Abstract Figural Expression Ink/Wash Portrait Painting#1"
"20180808132020","2018-09","201835","104.5","67.09","37.41","14890","Original Official 1960 Marilyn Monroe Photograph Photo The Misfits Movie #1"
"20180821143250","2018-09","201835","46","30.24","15.760000000000002","98489","Estate! Vintage Taxco Mexican Sterling Silver Etched Cuff Ladies Bracelet NR"
"20180821113028","2018-09","201835","182.5","93.75","88.75","719","50's Daishin Japan Battery Operated As Seen Toy Story 3 Musical Jolly Chimp"
"20180821143058","2018-09","201835","332","89.6","242.4","98496","Estate! Vintage Native American Sterling Silver Turquoise Wide Cuff Bracelet"
"20180822104544","2018-09","201835","54.55","61.6","-7.050000000000004","37991","ATQ International Sterling Silver Paul Revere Reproduction Porringer Bowl"
"20180821144639","2018-09","201835","46","44.8","1.2000000000000028","165014","Estate! Antique 10K Yellow Gold Hambleton Family Signet Ring Size 4.5 NR"
"20180821145118","2018-09","201835","232.49","69","163.49","165044","RARE 10K Gold Class Ring 1937 Lancaster General Hospital Nursing School NR"
"20180820142159","2018-09","201835","120.5","62.5","58","2585","Vintage JoHan MISB Heavenly Hearse 1/25 Car Model Kit PARTY MACHINE Sealed!!"
"20180817141051","2018-09","201835","31.05","20","11.05","66637","Antique Set of (4) Hubley Cast Iron Rose Flower Bouquet Curtain Tie Backs NR"
"20180712140011","2018-08","201830","105.43","69","36.43000000000001","989","Vintage Set of (4) Nachtmann Wine Hock Traube Cranberry Cut to Clear Crystal"
"20180724101845","2018-08","201831","91.5","69","22.5","151736","Antique 19 C Russian Silver 84 Judaica Kiddush Cups Israel Eseevich Zakhoder"
"20180716113259","2018-08","201831","44","8.1","35.9","37933","Qing Export China Trade Blue White Porcelain Dragon Flower Ginger Jar Vase"
"20180723133002","2018-08","201831","18.5","37.75","-19.25","111291","Antique Carved & Painted Wooden Canvasback Drake Duck Decoy JM Mowery PA #1"
"20180723102955","2018-08","201831","239.49","57.5","181.99","551","Vintage Rolando Monti ""Lady in Red"" Oil on Canvas Portrait Painting Parrot "
"20180626142423","2018-08","201831","92.99","50","42.989999999999995","73465","China Chinese Lacquer Carved Teak Small Desk Fireplace Sized Folding Screen"
"20180723115111","2018-08","201831","120.5","172.5","-52","553","Antique Bez Bronze ""David"" Stone & Sling Statue after Gian Lorenzo Bernini "
"20180719105126","2018-08","201831","5.5","5.75","-0.25","39728","Antique Clayton & Lambert Brass Blacksmith Gasoline Blow Torch Forge Tool NR"
"20180718151151","2018-08","201831","179.5","80.5","99","117039","Vintage G Boley Watchmaker's Lathe&Parts Estate Find 99Â¢ Auction NO RESERVE"
"20180724125328","2018-08","201831","183.5","115","68.5","37977","Vintage CG Conn Silver Plated New Wonder Saxophone 1914 Pat'd Ser C 99278 L"
"20180531113031","2018-08","201831","140.5","34.5","106","360","Antique 1860's Edouard Manet French Charles Baudelaire (2) Portrait Etchings"
"20180726091258","2018-08","201831","76","34.5","41.5","551","Vintage John Baldwin ""Town of Atotonclco Mexico"" ORIG Watercolor Painting NR"
"20180726101957","2018-08","201831","67","11.5","55.5","551","Antique 19th c T.G. Morse Continental River Landscape Oil on Canvas Painting"
"20180725161927","2018-08","201831","18.27","34.5","-16.23","551","Vintage Revington Arthur Clock Tower on Coast Landscape Watercolor Painting"
"20180716104700","2018-08","201831","119.5","54.8236125","64.6763875","37933","China Trade Blue White Porcelain Ginger Jar Humidor Tea Landscape Vase NR"
"20180726132021","2018-08","201831","300","207","93","156295","Antique Inlaid Wooden Swiss Cylinder Music Box 10 Airs Lister & Co London NR"
"20180723141205","2018-08","201833","59","17.25","41.75","553","ORIG 1967 Arnold Henry Bergier (1914-2007) Sculpture Moses With The Tablets"
"20180726140222","2018-08","201831","202","11.5","190.5","357","Vintage ORIGINAL American Folk Art Boy Dog Bird Oil on Wood Plank Painting"
"20180723120834","2018-08","201831","115.5","172.5","-57","553","Antique Large Heavy Bronze Bust 1890's Handle Bar Mustached Burns Gentleman"
"20180725114336","2018-08","201831","57.05","19.845","37.205","37933","Qing Republican Blue White Porcelain Ginger Jar Vase Firing Kiln Waster NR"
"20180725144342","2018-08","201831","215.03","184","31.03","551","Vintage California School Leonard Scheu ROOFS OF SONORA Watercolor Painting"
"20180608145248","2018-08","201831","232.5","28.75","203.75","181727","Antique/Vintage Copie de Andreas Borelli Fecit Parmae Anno 1720 Violin NR"
"20180723102408","2018-08","201831","37.88","11.5","26.380000000000003","360","VTG Adolphe Cassandre Art Deco Advertising Pathe Record Player Litho Poster "
"20180725121247","2018-08","201831","41","6","35","715","Ancient Hohokam Native American Indian Stone Agricultural Tool Artifact #2 "
"20180725141155","2018-08","201831","961","258.75","702.25","551","Vintage George Post ""Main Street Weaverville California"" Watercolor Painting"
"20180725114134","2018-08","201831","20.5","0","20.5","20085","Antique 17th/18th Century Vietnamese Bat Trang Kilns Ceramic Lime Pot NR"
"20180726111912","2018-08","201831","77","34.5","42.5","181727","Vintage C Meisel Stradivarius Copy Violin West Germany No 6106 Ser 62007 NR"
"20180726135754","2018-08","201831","96.58","8.65","87.92999999999999","14055","Framed 1934 Columbia Yacht Club of New York Memoriam King Albert of Belgium"
"20180725125248","2018-08","201831","99","44.55","54.45","37933","Large Antique 19th C China Trade Martaban Luzon Stoneware Jar Vase IronGlaze"
"20180725134514","2018-08","201831","125.95","11.5","114.45","551"," Vintage Robert Boston Father & Son Fishing Landscape Watercolor Painting NR"
"20180716110509","2018-08","201831","66","31","35","163004","Small Vintage Pottery Brown Glazed Jug af 15th c Frechen Bellarmine Bartmann"
"20180716105429","2018-08","201831","33.99","0","33.99","37940","Edo Meiji Sake Wine Breweriana Company Tavern Izakaya Shobin Jug Vase Bottle"
"20180608121634","2018-08","201831","29.27","100","-70.73","37913","Antique 19th c Pair Ornate Brass/Bronze Door Hinges Architectural Salvage "
"20180726103535","2018-08","201831","73","57.5","15.5","63531","Vintage Moroccan Bleu de Fez Blue White Ceramic Plate Bowl w/Silver Filigree"
"20180724102240","2018-08","201831","42","23","19","39442","Vintage Tiffany & Co Sterling Silver Star Pierced Tabletop Salt Shaker 23977"
"20180726132825","2018-08","201831","68.13","11.5","56.629999999999995","27357","Original Jeanne Stevens-Sollman Oak Leaf & Bird Relief Art Pottery Vase NR"
"20180725135238","2018-08","201831","12.5","149.5","-137","551"," Vintage Louise Peck ""Rocky Butte Oregon"" ORIG Landscape Watercolor Painting"
"20180726104119","2018-08","201831","79.99","80.5","-0.5100000000000051","37968","Antique MASSIVE Fishing Float 46"" Circumference Lots of Swirls & Bubbles NR"
"20180726130355","2018-08","201832","85","57.5","27.5","66854","Antique Jacobean Style Carved Mahogany Miniature Blanket Chest Box Bun Feet"
"20180725135803","2018-08","201831","142.5","57.5","85","551","VTG Francis Wenderoth Saunders ""All Souls Chapel Maine"" Watercolor Painting"
"20180720112454","2018-08","201831","161.5","80.5","81","551","Antique Brocard Madame Vigee Le Brun & Daughter Portrait Painting Porcelain"
"20180605091214","2018-08","201831","178.5","134.4","44.099999999999994","551","Antique 1899 Irion Impressionist Quail Still Life Trophy Oil/Canvas Painting"
"20180727122021","2018-08","201831","22.27","3.84","18.43","551","VTG American Folk Art Egon Benkiser Red Barn Landscape Watercolor Painting"
"20180727110345","2018-08","201831","21.49","4","17.49","360","Vintage MAY Robert Fuber Botanical 12 Months of Flowers Colored Engraving #1"
"20180725094108","2018-08","201831","3","5.75","-2.75","63523","Vintage WWII Era Rosenthal China Sanssouci Rose Covered Dish Sugar Bowl NR"
"20180727120951","2018-08","201831","35.44","34.5","0.9399999999999977","551","Antique ORG Native American Indian Mother & Child Charcoal Portrait Painting"
"20180725114828","2018-08","201831","130","66.95","63.05","2766","Unique! Southern Folk Art Pottery Karen Labarga KL Satyr Slip Decorated Jug"
"20180727111339","2018-08","201831","24.5","4","20.5","360","VTG January Robert Fuber Botanical 12 Months of Flowers Colored Engraving #2"
"20180718084254","2018-08","201831","32","46","-14","10021","Vintage Hamilton Westminster Chime Mantel Clock Franz Hermle 340-020 2 Jewel"
"20180727111952","2018-08","201831","35","4","31","360","VTG October Robert Fuber Botanical 12 Months of Flowers Colored Engraving #3"
"20180801122555","2018-08","201832","26.51","43.44","-16.929999999999996","179530","Vintage Mixed Lot (3) BOMA Bear~Inuit Carved Turtle~Lochaber Studios Seals"
"20180731132216","2018-08","201832","23.5","23","0.5","111291","VTG Hand Painted & Carved Primitive Wood Mallard Drake Duck Decoy Folk Art"
"20180716140844","2018-08","201832","10.5","11.5","-1","39726","Rare! Antique Princeton University Pennant Med Plush Stuffed Tiger Cat NR #2"
"20180727113013","2018-08","201833","140.5","8.63","131.87","360","Vintage Graham Clarke ""Chianti Dante"" Grand Tour Naive Hand Colored Etching "
"20180730130938","2018-08","201832","28","38.33","-10.329999999999998","360","Antique 19th C Jacques Rigaud Louis XIV Era Palace of Versailles Etching #1"
"20180731131050","2018-08","201832","45","23","22","111291","Antique Primitive Carved Wooden Bufflehead Duck Decoy Folk Art Signed B.R.V."
"20180801120848","2018-08","201832","38.98","21.72","17.259999999999998","179530","Vintage Canadian Inuit Eskimo Art Arctic Char Fish Soapstone Carving Signd 6"
"20180726112442","2018-08","201832","46","34.5","11.5","4040","Vintage '60's FCFD Forest City Fire Department PA Firefighter Fireman Helmet"
"20180730134001","2018-08","201832","18.5","46","-27.5","360","Antique Dated 1817 Luigi Rossini View of Old Italy Street Scene Etching #2"
"20180730130323","2018-08","201832","16.5","38.33","-21.83","360","Antique 19th C Jacques Rigaud Louis XIV Era Tuileries Palace Paris Etching 3"
"20180801110714","2018-08","201832","60","15.33","44.67","162026","Antique 1930's Bronzed Pair (2) Figural Dog GERMAN SHEPHERD on Onyx Bookends"
"20180709144310","2018-08","201832","145.5","57.5","88","37978","Antique Primitive Cabin & Willows Hand Hooked Rug American Folk Art 25""x10"""
"20180727141949","2018-08","201832","34.75","34.5","0.25","38126","1800's Ukiyo-e Nishiki-e Woodblock Print Edo Period - Kunisada Toyokuni III"
"20180730144019","2018-08","201832","13.07","11.5","1.5700000000000003","360","Antique Edward J Cherry Pencil Signed Bristol Street Corner Scene Etching #2"
"20180802121611","2018-08","201832","142.5","46","96.5","551","Antique 19th c Portrait Miniature Seated Lady Reading Watercolor Painting "
"20180730143018","2018-08","201832","10.49","17.25","-6.76","360","Antique Mortimer Luddington Menpes The Sabot Shop~Shoe Store British Etching"
"20180727143219","2018-08","201832","38","23","15","38126","Ukiyo-e Nishiki-e Woodblock Print Edo Waterfall Hyakunin Isshu - Kuniyoshi 1"
"20180731105336","2018-08","201832","39","23","16","551","Vintage Louis Cardin SIGNED French Enamel on Copper Mother & Child Painting"
"20180730151725","2018-08","201832","75.74","63.25","12.489999999999995","360","Antique 1848 Ezra Ames Native American Thayendanegea Joseph Brant Lithograph"
"20180723114108","2018-08","201832","70","69","1","63547","Antique B&H Bradley & Hubbard Ornate Brass Oil Banquet Parlor Lamp BallShade"
"20180727124432","2018-08","201832","48","42.17","5.829999999999998","38126","RARE Ukiyo-e Nishiki-e Woodblock Print Edo Kabuki Warrior Irezumi- Kunichika"
"20180802115300","2018-08","201832","111.38","98","13.379999999999995","551","VTG Henri Rostain Impressionist Continental River Landscape Oil Painting #1"
"20180802112122","2018-08","201832","45.44","19.04","26.4","551","Primitive Original Maura Bekelja Gouache Naive FolkArt Winter Cabin Painting"
"20180727140211","2018-08","201833","32","42.17","-10.170000000000002","38126","Ukiyo-e Nishiki-e Woodblock Print Edo Kabuki Warrior Coxinga- Kunichika NR"
"20180801111213","2018-08","201832","31.51","23","8.510000000000002","4623","Antique Edwardian Era 11.5"" Mourning Doll Hand Painted & Sewn Clothe Face NR"
"20180727130108","2018-08","201833","32.08","49.83","-17.75","38126","Ukiyo-e Nishiki-e Woodblock Print Edo Samurai Lord - Kunisada Toyokuni III"
"20180730102148","2018-08","201832","42.99","46","-3.009999999999998","360","Antique 1889 Albert Rosenthal SIGNED St Patrick's Cathedral Interior Etching"
"20180731112210","2018-08","201832","97.5","8.63","88.87","551","Vintage E Ricciardi ORG Oil on Canvas Elegant Lady in Blue Portrait Painting"
"20180730090015","2018-08","201832","16.99","13.8","3.1899999999999977","360","Antique 1830s Godefroy Engelmann Young GREEK Costume Hand Colored Lithograph"
"20180727140654","2018-08","201832","23.5","34.5","-11","38126","Ukiyo-e Nishiki-e Woodblock Print Edo Kabuki Actor - Kunisada Toyokuni III"
"20180731111337","2018-08","201832","176.13","34.5","141.63","551","Vintage H Hayden ORIG Modernist Cityscape Oil on Canvas Abstract Painting NR"
"20180731110730","2018-08","201832","86","69","17","551","Antique Hudden Signed ORG American Clipper Ship Portrait Oil/Canvas Painting"
"20180530124940","2018-08","201832","4.25","23.75","-19.5","63516","Vintage Art Nouveau Brass 3 Candle Light Electric Wall Mount Sconce Prisims"
"20180730122434","2018-08","201832","26","34.5","-8.5","360","Antique 19th C German Hand Colored LE Lithograph Munich Street Scene SIGNED"
"20180730134342","2018-08","201832","33","46","-13","360","Antique Dated 1817 Luigi Rossini View of the Ghetto of Rome Italian Etching"
"20180730093259","2018-08","201832","66","26.83","39.17","360","Antique Original Pine & Headlands New England Coast Landscape Etching SIGNED"
"20180718135044","2018-08","201832","104.49","7.54","96.94999999999999","13706","Antique Mixed Lot (29) Tugboat Stereoview Cards & Stereo Viewer Stereoscope"
"20180731100518","2018-08","201832","6.5","8.63","-2.130000000000001","551","VTG Phillip B Smith DE Artist Abstract ""Drapers Study"" Oil/Canvas Painting"
"20180726142435","2018-08","201833","100","11.5","88.5","360","Antique c 1879 EVACUATION DAY Washington's Entry in NY City Chromolithograph"
"20180801143145","2018-08","201833","51","16","35","360","Joan MIRO Christie's London Estate Auction 1983 Poster Le Port Lithograph #4"
"20180531133458","2018-08","201834","39","4","35","551","Antique 1883 C Hayhurst Elizabethan Era Gentleman Portrait Charcoal Painting"
"20180802104728","2018-08","201832","22.5","44.8","-22.299999999999997","551","Vintage H. Asperger Continental Landscape with House Oil on Canvas Painting"
"20180801142827","2018-08","201833","51","16","35","360","Joan MIRO Galerie Gerald Cramer 1973 Exposition Poster Lithograph Spain #3"
"20180803114958","2018-08","201832","52","17","35","29442","Antique African Songe Tribe Hand Carved & Painted Wood Face Mask Zaire #5"
"20180731092915","2018-08","201832","63","17.25","45.75","360","Antique ORIGINAL Cloister Arch Way Scene Hand Signed Etching Edition 300 NR"
"20180803115457","2018-08","201832","113","57.2345","55.7655","29442","Vintage African Kongo Tribe Hand Carved & Painted Wooden Face Mask Zaire #2"
"20180802102744","2018-08","201833","9.5","5.75","3.75","553","VTG Hans Richter 1957 Negative Relief Jazz Player Wall Art Plaque Sculpture"
"20180803131922","2018-08","201833","33","0","33","29442","Vintage African Senufo Tribe Hand Carved & Painted Wood Bird Head Mask #6"
"20180731111954","2018-08","201833","15.5","8.63","6.869999999999999","551","Vintage Cesare Ricciardi ORIG Oil on Canvas Man in Suit Portrait Painting #2"
"20180807104734","2018-08","201833","67.99","50.4","17.589999999999996","165250","Antique 1930's Lion Oil Refining Company Arkansas Advertising Paperweight "
"20180613122847","2018-08","201833","7.5","11.5","-4","37940","Meiji Bronze Brass Japan Trade Phoenix Imperial Family Relief Vase Export NR"
"20180806133455","2018-08","201833","72","36","36","551","Vintage Thelma Rubin ""Renata"" Belly Dancer Oil on Canvas Abstract Painting 1"
"20180809104615","2018-08","201833","51","92","-41","553","Mid Century Mod Brutalist Jere Eames Era Sunburst Metal Wall Art Sculpture "
"20180808135537","2018-08","201833","211.38","115","96.38","14893","Babe Ruth Photograph Photo by Ralph Morse 6-13-1948 Last Day As A Yankee NR"
"20180809100929","2018-08","201833","152.5","258.75","-106.25","360","Vintage Stanley William Hayter OP ART Aquarius Series Ltd Ed Silkscreen #2"
"20180808134915","2018-08","201833","67","71.88","-4.8799999999999955","14890","ORIGINAL OFFICIAL Nov 1960 Marilyn Monroe Arthur Miller Photograph Photo #4"
"20180806135905","2018-08","201833","81","40.5","40.5","551","HUGE Creepy ORIG Vintage Abstract Oil on Canvas Ghostlike Portrait Painting"
"20180807104348","2018-08","201833","22","22.6","-0.6000000000000014","12","Antique Dated 1912 Ashcroft Paper Tester Type T New York Working Condition!"
"20180803111823","2018-08","201833","52.92","17.92","35","4190","Vintage African Kenya Carved & Painted Elephant & Lion Walking Stick Cane #1"
"20180807151732","2018-08","201833","42.88","33.6","9.280000000000001","821","Rare! Vintage Ortlieb's Beer Advertising Condiment/Drink Table Rack Holder"
"20180806121219","2018-08","201833","45.87","10.87","35","551","Vintage ORG Lady in Yellow Hat Oil on Panel Portrait Painting Cezanne School"
"20180803125120","2018-08","201833","42","7","35","29442","Vintage African Guro Tribe Carved & Painted Wood Face Mask CÃ´te d'Ivoire #12"
"20180809101716","2018-08","201833","32","23","9","360","Vintage Joan Miro ""Barcelona Sala Gasper"" Album 19 Abstract Lithograph NR #2"
"20180803120326","2018-08","201833","166.37","88.70598845","77.66401155","29442","Vintage African Bembe Tribe Hand Carved & Painted Wood Face Mask Zaire #18"
"20180803115713","2018-08","201833","48","13","35","29442","Vintage African Songye/Chowke Tribe Hand Carved Wooden Face Mask Zaire #16"
"20180808150508","2018-08","201833","118.5","11.5","107","551","Vintage Williams ORIG Pear Still Life Abstract Impressionism Oil Painting #2"
"20180809132917","2018-08","201833","66","80.5","-14.5","1211","Vintage Pair Tommi Parzinger Dorlyn Silversmith Brass Candle Holders Sticks"
"20180809131901","2018-08","201833","20.01","80.5","-60.489999999999995","553","Vintage J E Veudovic Modernist Carved Wood Abstract Free Flowing Sculpture"
"20180803115904","2018-08","201833","155.5","82.065125","73.434875","29442","Vintage African Punu Tribe Hand Carved & Painted Wood Face Mask Gabon #17"
"20180806115226","2018-08","201833","20.5","0","20.5","551","Vintage American Folk Art Edith Garnett Grazing Horses Landscape Painting NR"
"20180716152852","2018-08","201833","276","336","-60","1217","Mid 1800's Miniature Mustard Yellow Grain Painted Salesman Sample Dry Sink"
"20180807144129","2018-08","201833","177.5","63.25","114.25","39625","Antique DATED 1876 19th C RARE Hotel Lobby Service Desk WALL MOUNT Call Bell"
